"boundary","parity","x","Q","method","rejection","mcse","q95_over_chisq","hull_failure","in_4_6_band"
"negative","even",3,8,"Variance",0.11225,0.00223215072855755,1.81833659651216,0.0045,FALSE
"negative","even",3,8,"Combined",0.08435,0.00196513456918349,1.44178262077667,0.0045,FALSE
"negative","even",3,10,"Variance",0.09495,0.00207285428214334,1.50594557858938,0.00075,FALSE
"negative","even",3,10,"Combined",0.07255,0.00183420960497976,1.25597956804371,0.00075,FALSE
"negative","even",3,15,"Variance",0.07425,0.00185387347869265,1.23144996439284,5e-05,FALSE
"negative","even",3,15,"Combined",0.0606,0.00168712240219849,1.09483454480819,5e-05,FALSE
"negative","even",3,20,"Variance",0.06795,0.00177950551418084,1.16334685597108,0,FALSE
"negative","even",3,20,"Combined",0.0567,0.00163531510724998,1.06642903311988,0,TRUE
"negative","even",3,30,"Variance",0.0587,0.00166214184111946,1.07474477119238,0,TRUE
"negative","even",3,30,"Combined",0.0515,0.00156281396845562,1.01497824269974,0,TRUE
"negative","even",3,50,"Variance",0.0557,0.00162168908857401,1.05423811667543,0,TRUE
"negative","even",3,50,"Combined",0.0524,0.00157566240038912,1.0190268401127,0,TRUE
"negative","even",3,100,"Variance",0.05165,0.00156496449640239,1.01851004557056,0,TRUE
"negative","even",3,100,"Combined",0.0501,0.00154256264054333,1.00148816955352,0,TRUE
"negative","even",3,200,"Variance",0.05145,0.00156209630785045,1.01281455155746,0,TRUE
"negative","even",3,200,"Combined",0.0505,0.00154838222025442,1.00434800165937,0,TRUE
"negative","even",4,5,"Variance",0.1727,0.00267277673964737,9.83236438543276,0.0489,FALSE
"negative","even",4,5,"Combined",0.1272,0.00235605772425041,6.65478309099743,0.0489,FALSE
"negative","even",4,6,"Variance",0.14675,0.00250214345611917,3.06024984058852,0.0228,FALSE
"negative","even",4,6,"Combined",0.1073,0.00218845504865876,2.2343781173847,0.0228,FALSE
"negative","even",4,8,"Variance",0.1129,0.00223778450705156,1.85676350856244,0.0045,FALSE
"negative","even",4,8,"Combined",0.08475,0.00196935823937647,1.47997835766042,0.0045,FALSE
