"scenario_id","innovation","module","panel","series","regime","regime_label","phi","N","M","Q","x_order","alpha_nominal","C_nominal","note","innovation_label","dist_code","skewness","excess_kurtosis","assumption_status","severity_group","phi_label","N_label","design_id","alpha_effective","L","seed"
"gaussian_phi050_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.5,4096,64,64,0.5,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.50","N = 4096","gaussian_phi050_N4096_M64_Q64",0.5,17,1877131599
"gaussian_phi050_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.5,4096,256,16,0.5,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.50","N = 4096","gaussian_phi050_N4096_M256_Q16",0.666666666666667,17,1877131599
"gaussian_phi055_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.55,4096,16,256,0.55,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.55","N = 4096","gaussian_phi055_N4096_M16_Q256",0.333333333333333,8,1882135099
"gaussian_phi055_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.55,4096,64,64,0.55,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.55","N = 4096","gaussian_phi055_N4096_M64_Q64",0.5,17,1882135099
"gaussian_phi055_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.55,4096,256,16,0.55,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.55","N = 4096","gaussian_phi055_N4096_M256_Q16",0.666666666666667,17,1882135099
"gaussian_phi060_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.6,4096,16,256,0.6,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.60","N = 4096","gaussian_phi060_N4096_M16_Q256",0.333333333333333,8,1887138599
"gaussian_phi060_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.6,4096,64,64,0.6,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.60","N = 4096","gaussian_phi060_N4096_M64_Q64",0.5,17,1887138599
"gaussian_phi060_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.6,4096,256,16,0.6,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.60","N = 4096","gaussian_phi060_N4096_M256_Q16",0.666666666666667,17,1887138599
"gaussian_phi065_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.65,4096,16,256,0.65,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.65","N = 4096","gaussian_phi065_N4096_M16_Q256",0.333333333333333,8,1892142099
"gaussian_phi065_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.65,4096,64,64,0.65,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.65","N = 4096","gaussian_phi065_N4096_M64_Q64",0.5,17,1892142099
"gaussian_phi065_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.65,4096,256,16,0.65,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.65","N = 4096","gaussian_phi065_N4096_M256_Q16",0.666666666666667,17,1892142099
"gaussian_phi070_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.7,4096,16,256,0.7,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.70","N = 4096","gaussian_phi070_N4096_M16_Q256",0.333333333333333,8,1897145599
"gaussian_phi070_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.7,4096,64,64,0.7,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.70","N = 4096","gaussian_phi070_N4096_M64_Q64",0.5,17,1897145599
"gaussian_phi070_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.7,4096,256,16,0.7,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.70","N = 4096","gaussian_phi070_N4096_M256_Q16",0.666666666666667,17,1897145599
"gaussian_phi075_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.75,4096,16,256,0.75,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.75","N = 4096","gaussian_phi075_N4096_M16_Q256",0.333333333333333,8,1902149099
"gaussian_phi075_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.75,4096,64,64,0.75,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.75","N = 4096","gaussian_phi075_N4096_M64_Q64",0.5,17,1902149099
"gaussian_phi075_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.75,4096,256,16,0.75,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.75","N = 4096","gaussian_phi075_N4096_M256_Q16",0.666666666666667,17,1902149099
"gaussian_phi080_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.8,4096,16,256,0.8,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.80","N = 4096","gaussian_phi080_N4096_M16_Q256",0.333333333333333,8,1907152599
"gaussian_phi080_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.8,4096,64,64,0.8,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.80","N = 4096","gaussian_phi080_N4096_M64_Q64",0.5,17,1907152599
"gaussian_phi080_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.8,4096,256,16,0.8,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.80","N = 4096","gaussian_phi080_N4096_M256_Q16",0.666666666666667,17,1907152599
"gaussian_phi085_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.85,4096,16,256,0.85,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.85","N = 4096","gaussian_phi085_N4096_M16_Q256",0.333333333333333,8,1912156099
"gaussian_phi085_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.85,4096,64,64,0.85,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.85","N = 4096","gaussian_phi085_N4096_M64_Q64",0.5,17,1912156099
"gaussian_phi085_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.85,4096,256,16,0.85,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.85","N = 4096","gaussian_phi085_N4096_M256_Q16",0.666666666666667,17,1912156099
"gaussian_phi090_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.9,4096,16,256,0.9,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.90","N = 4096","gaussian_phi090_N4096_M16_Q256",0.333333333333333,8,1917159599
"gaussian_phi090_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.9,4096,64,64,0.9,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.90","N = 4096","gaussian_phi090_N4096_M64_Q64",0.5,17,1917159599
"gaussian_phi090_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.9,4096,256,16,0.9,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.90","N = 4096","gaussian_phi090_N4096_M256_Q16",0.666666666666667,17,1917159599
"gaussian_phi095_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.95,4096,16,256,0.95,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.95","N = 4096","gaussian_phi095_N4096_M16_Q256",0.333333333333333,8,1922163099
"gaussian_phi095_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.95,4096,64,64,0.95,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.95","N = 4096","gaussian_phi095_N4096_M64_Q64",0.5,17,1922163099
"gaussian_phi095_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.95,4096,256,16,0.95,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.95","N = 4096","gaussian_phi095_N4096_M256_Q16",0.666666666666667,17,1922163099
