"design_id","scenario_id","innovation","innovation_label","assumption_status","severity_group","phi","phi_label","N","M","Q","L","B_point","B_CI","statistic","coverage","coverage_error","coverage_mcse","gaussian_paired_coverage_error","gaussian_paired_error_mcse","rejection","mean_statistic_finite","ci_subset_coverage","ci_subset_coverage_mcse","n_finite_lengths","mean_length","mean_length_mcse","sd_length","median_length","q25_length","q75_length","q90_length","q95_length","mean_component_length","normalized_mean_length","relative_mean_length_to_raw","disconnected_rate","nonregular_rate","interval_failure_rate","convex_failure_rate"
"gaussian_phi070_N4096_M256_Q16","gaussian_phi070_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",4096,256,16,17,100000,20000,"V_feasible",0.92478,-0.0252199999999999,0.000834038078267413,-0.02364,0.000657279106740996,0.07522,1.23102921155151,0.92505,0.00186188744960591,20000,0.141234038801653,0.000186264894416851,0.0263418339878303,0.140390198746318,0.122600343090054,0.158626901860479,0.175743696749054,0.185754488336611,0.141234038801653,0.968998291361479,1.00538213923101,0,0,0,2e-05
"gaussian_phi070_N4096_M256_Q16","gaussian_phi070_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",4096,256,16,17,100000,20000,"VK_leading_oracle",0.93699,-0.01301,0.000768373215956933,-0.01143,0.000619190911572392,0.06301,1.11515174107426,0.9378,0.00170779331302122,20000,0.148532921179269,0.00019554981122635,0.0276549195155803,0.147609849190027,0.128978573713111,0.166897754243593,0.184742869335113,0.195245831355302,0.148532921179269,1.01907548672294,1.05733962795729,0,0,0,2e-05
"gaussian_phi070_N4096_M256_Q16","gaussian_phi070_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",4096,256,16,17,100000,20000,"F_feasible_leading",0.93696,-0.0130399999999999,0.000768543807469685,-0.01146,0.000619911708959646,0.06304,1.11562022296855,0.9378,0.00170779331302122,20000,0.148565187748211,0.00019627304421646,0.0277572001059173,0.147620591597763,0.128933245977701,0.166911022343755,0.184912892944375,0.195459130900303,0.148565187748211,1.01929686572221,1.05756931927238,0,0,0,2e-05
"gaussian_phi075_N4096_M16_Q256","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,16,256,8,100000,20000,"raw",0.9172,-0.0327999999999999,0.000871459465494523,-0.03309,0.000566174641376003,0.0828,1.27794702569693,0.91745,0.00194596373938468,20000,0.14384951984625,4.57656603519064e-05,0.00647224175606267,0.143751921227006,0.139525268452831,0.148175211117183,0.152130057538815,0.15465005326125,0.14384951984625,0.888061666284677,1,0,0,0,0
"gaussian_phi075_N4096_M16_Q256","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,16,256,8,100000,20000,"K_leading",0.91809,-0.03191,0.000867183670856411,-0.0322,0.000558779672453485,0.08191,1.27045905484324,0.91855,0.00193411345970189,20000,0.144275973659412,4.5901461238456e-05,0.00649144690161675,0.144178652700922,0.139939644021485,0.14861459446096,0.152579878221069,0.155111151841596,0.144275973659412,0.89069439863105,1.00296458280582,0,0,0,0
"gaussian_phi075_N4096_M16_Q256","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,16,256,8,100000,20000,"V_oracle",0.94937,-0.000629999999999908,0.000693300822875611,-0.00092,0.000289469124301262,0.05063,1.00768937012765,0.9488,0.0015585018447214,20000,0.162157188851488,5.15979595215948e-05,0.00729705341462174,0.162050829913507,0.157281448303239,0.167021903292437,0.17148279387191,0.174340812244624,0.162157188851488,1.00108490793301,1.12726958716863,0,0,0,0
"gaussian_phi075_N4096_M16_Q256","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,16,256,8,100000,20000,"V_feasible",0.94242,-0.00757999999999992,0.000736644714906718,-0.00787,0.000339826111147831,0.05758,1.06945655052107,0.9409,0.0016674410034541,20000,0.1574742554336,5.4450689748401e-05,0.00770049039227583,0.157345741599924,0.152314404655902,0.162566969167211,0.167334190252591,0.170341399662904,0.1574742554336,0.972174601811486,1.09471519683842,0,0,0,0
"gaussian_phi075_N4096_M16_Q256","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,16,256,8,100000,20000,"VK_leading_oracle",0.94992,-7.9999999999969e-05,0.000689724536318667,-0.00037,0.000289308603388631,0.05008,1.00178494022456,0.9495,0.00154838222025442,20000,0.162638916331008,5.17514989780938e-05,0.00731876717279576,0.162532853126073,0.157750080023689,0.167517713254331,0.171990562839063,0.174861865402674,0.162638916331008,1.00405887481601,1.13061841641766,0,0,0,0
"gaussian_phi075_N4096_M16_Q256","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,16,256,8,100000,20000,"F_feasible_leading",0.94332,-0.00667999999999991,0.000731213905775868,-0.00697,0.000333789312520715,0.05668,1.06319020354536,0.94195,0.00165348416230698,20000,0.157942731768067,5.46128658253268e-05,0.00772342555302393,0.157813252545669,0.152767710688114,0.163050379726608,0.167833511633818,0.170849248416322,0.157942731768067,0.975066762137404,1.09797190798329,0,0,0,0
"gaussian_phi075_N4096_M64_Q64","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,64,64,17,100000,20000,"raw",0.93977,-0.01023,0.000752345313669195,-0.01052,0.000435999079072387,0.06023,1.08983937454384,0.9381,0.00170394234057376,20000,0.157628575579768,0.000100147794272765,0.0141630368902295,0.157279139088852,0.147897829485644,0.167094844827277,0.175911188628958,0.181291155702655,0.157628575579768,0.973127304373816,1,0,0,0,0
"gaussian_phi075_N4096_M64_Q64","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,64,64,17,100000,20000,"K_leading",0.94256,-0.00744,0.00073580327805739,-0.00773,0.000423679437833205,0.05744,1.06429626420296,0.9409,0.0016674410034541,20000,0.159558764797682,0.00010139319669092,0.0143391633892661,0.159196993131848,0.149707504069902,0.169144916470679,0.178081800017935,0.183516107116903,0.159558764797682,0.985043416815044,1.012245173255,0,0,0,0
"gaussian_phi075_N4096_M64_Q64","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,64,64,17,100000,20000,"V_oracle",0.94634,-0.00366,0.000712605110843306,-0.00395,0.000410543128619399,0.05366,1.03231922942311,0.94475,0.00161550978796168,20000,0.162078122525359,0.000103020406309131,0.014569285580356,0.161696864664791,0.152070442666798,0.171822681331399,0.180909148842197,0.186441446923473,0.162078122525359,1.00059678831048,1.02822804766981,0,0,0,0
"gaussian_phi075_N4096_M64_Q64","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,64,64,17,100000,20000,"V_feasible",0.94595,-0.00405,0.000715042638588777,-0.00434,0.000420967238789625,0.05405,1.035280404845,0.94455,0.00161825982926105,20000,0.162059658129685,0.000107416520165777,0.0151909899641364,0.161679643353011,0.151597181130195,0.172201602089827,0.181762379617633,0.187490762765042,0.162059658129685,1.00048279750949,1.02811090903802,0,0,0,0
"gaussian_phi075_N4096_M64_Q64","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,64,64,17,100000,20000,"VK_leading_oracle",0.94938,-0.000619999999999954,0.000693236003104282,-0.00091,0.000403600480591239,0.05062,1.00812424748351,0.94735,0.00157920830639913,20000,0.164065699925474,0.000104305522314224,0.0147510284287185,0.163677504659274,0.153924888491743,0.173939381044866,0.183117618412492,0.188721448473351,0.164065699925474,1.01286718934972,1.04083729312423,0,0,0,0
"gaussian_phi075_N4096_M64_Q64","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,64,64,17,100000,20000,"F_feasible_leading",0.94894,-0.00105999999999995,0.000696081003906873,-0.00135,0.000410954333028183,0.05106,1.01101602035644,0.9469,0.00158556598727395,20000,0.164052926017509,0.000108762342461934,0.0153813179785134,0.163655552054859,0.153453332384727,0.174315521631248,0.183989177059844,0.189805312620101,0.164052926017509,1.01278832903788,1.04075625510229,0,0,0,0
"gaussian_phi075_N4096_M256_Q16","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,256,16,17,100000,20000,"raw",0.92336,-0.02664,0.00084122714173997,-0.02693,0.000657914948546387,0.07664,1.25561827523946,0.92415,0.00187212149044874,20000,0.156427482616036,0.000205606983816264,0.0290772185031586,0.155472939332594,0.135972171430898,0.175474514654784,0.194069452598802,0.205999354981521,0.156427482616036,0.965712301391008,1,0,0,0,2e-05
"gaussian_phi075_N4096_M256_Q16","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,256,16,17,100000,20000,"K_leading",0.93514,-0.01486,0.00077880151771809,-0.01515,0.000616934827259582,0.06486,1.13790406193576,0.9355,0.00173694775396383,20000,0.16454756807584,0.00021665111205516,0.030639094097162,0.163525210183581,0.143014249598974,0.184587254925652,0.204214028210617,0.216823155879542,0.16454756807584,1.01584202467069,1.0519095834313,0,0,0,2e-05
"gaussian_phi075_N4096_M256_Q16","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,256,16,17,100000,20000,"V_oracle",0.92468,-0.02532,0.000834547168229574,-0.02561,0.0006535637309823,0.0753200000000001,1.23983977136183,0.9252,0.00186017418539232,20000,0.157447455463291,0.000206990715324286,0.0292729076896914,0.156476548764819,0.136849446648065,0.176619303038778,0.195343328682854,0.207336900492776,0.157447455463291,0.97200915095482,1.00652041975104,0,0,0,2e-05
"gaussian_phi075_N4096_M256_Q16","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,256,16,17,100000,20000,"V_feasible",0.92464,-0.0253599999999999,0.000834750683737366,-0.02565,0.000654465475216671,0.07536,1.24070061867178,0.9253,0.00185903079587187,20000,0.157445571902077,0.000207627985116595,0.0293630312480088,0.156446025486123,0.136807885525467,0.17671219163841,0.195474559401032,0.207536762289742,0.157445571902077,0.971997522702519,1.00650837863664,0,0,0,2e-05
"gaussian_phi075_N4096_M256_Q16","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,256,16,17,100000,20000,"VK_leading_oracle",0.93661,-0.0133899999999999,0.000770530388109385,-0.01368,0.000613948161755904,0.0633899999999999,1.12360479279666,0.93745,0.00171227184611556,20000,0.165621158840796,0.000218116198909122,0.0308462886670548,0.164584739690508,0.143964026941831,0.185799106755237,0.205588561524043,0.218251040019946,0.165621158840796,1.02246988693018,1.05877276851234,0,0,0,2e-05
"gaussian_phi075_N4096_M256_Q16","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",4096,256,16,17,100000,20000,"F_feasible_leading",0.93665,-0.01335,0.000770303690111894,-0.01364,0.000614119919423523,0.06335,1.1243849356713,0.93725,0.00171482415279235,20000,0.165625384874337,0.000218805796411345,0.0309438124810771,0.164579595208332,0.143870368024843,0.185840621251318,0.20575040025011,0.218502792293312,0.165625384874337,1.02249597654377,1.05879978443991,0,0,0,2e-05
"gaussian_phi080_N4096_M16_Q256","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,16,256,8,100000,20000,"raw",0.90555,-0.04445,0.000924819968966934,-0.04466,0.000653191480801079,0.09445,1.37918720502266,0.9077,0.00204671334094445,20000,0.157011410987561,5.07114077417658e-05,0.00717167605954372,0.157000249653881,0.152212234871689,0.161810570328208,0.166251092323275,0.168839075787651,0.157011410987561,0.854963544254163,1,0,0,0,0
"gaussian_phi080_N4096_M16_Q256","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,16,256,8,100000,20000,"K_leading",0.90632,-0.0436799999999999,0.000921433978101524,-0.04389,0.000647796939950131,0.09368,1.37110602999323,0.90855,0.00203822100739836,20000,0.157476883471121,5.08619231775769e-05,0.00719296215661077,0.157465829286081,0.152663288525806,0.162290899935448,0.166744591541183,0.169339590206693,0.157476883471121,0.857498149871644,1.00296457741914,0,0,0,0
"gaussian_phi080_N4096_M16_Q256","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,16,256,8,100000,20000,"V_oracle",0.95022,0.000219999999999998,0.00068776414271173,1e-05,0.000289656413718702,0.04978,1.00795687034028,0.95155,0.00151826541651979,20000,0.183916108659158,5.94169743618567e-05,0.00840282909777122,0.183904641394192,0.17830171282407,0.189551828345995,0.194760395189038,0.1977584690677,0.183916108659158,1.00146586235777,1.17135504675981,0,0,0,0
"gaussian_phi080_N4096_M16_Q256","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,16,256,8,100000,20000,"V_feasible",0.93622,-0.0137799999999999,0.000772736123136482,-0.01399,0.000390056816942358,0.0637799999999999,1.12642760964228,0.93825,0.0017020125954293,20000,0.173977278034295,6.02215855433163e-05,0.00851661830229694,0.173931827601014,0.168296347367021,0.179701070162764,0.18495660806056,0.188020642835425,0.173977278034295,0.947346624760138,1.10805499383786,0,0,0,0
"gaussian_phi080_N4096_M16_Q256","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,16,256,8,100000,20000,"VK_leading_oracle",0.95102,0.00102000000000002,0.000682502451277649,0.00081,0.000288260767262386,0.04898,1.00205087305313,0.95245,0.00150480891644089,20000,0.184462904008173,5.95940440026571e-05,0.00842787052652167,0.184452473390811,0.178831023984589,0.190115684099083,0.195337652907634,0.198346285300118,0.184462904008173,1.00444328983667,1.17483756656889,0,0,0,0
"gaussian_phi080_N4096_M16_Q256","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,16,256,8,100000,20000,"F_feasible_leading",0.93686,-0.0131399999999999,0.000769112088059991,-0.01335,0.00038330046203004,0.06314,1.11982744786703,0.9389,0.0016936172826232,20000,0.174494799547481,6.0400985470975e-05,0.00854198928337531,0.174450953080876,0.16879659146935,0.180235902929044,0.185505114932783,0.188580337857604,0.174494799547481,0.950164649414263,1.11135106964491,0,0,0,0
"gaussian_phi080_N4096_M64_Q64","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,64,64,17,100000,20000,"raw",0.93888,-0.0111199999999999,0.000757524558017758,-0.01133,0.000446114672682946,0.06112,1.10695092727016,0.94055,0.00167206006919608,20000,0.1772618806037,0.00011341656532749,0.0160395244883911,0.177003208465224,0.166391906122076,0.187776014161425,0.197859161681389,0.20388516124207,0.1772618806037,0.965232047459942,1,0,0,0,0
"gaussian_phi080_N4096_M64_Q64","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,64,64,17,100000,20000,"K_leading",0.94202,-0.00797999999999999,0.000739042079992743,-0.00819,0.000429919861498481,0.05798,1.08100676491227,0.94395,0.0016264746770239,20000,0.179432066580087,0.000114825716455761,0.0162388085520945,0.179170829524612,0.168422806017508,0.190084745961872,0.200282602784806,0.206380323369869,0.179432066580087,0.977049213374139,1.01224282383215,0,0,0,0
"gaussian_phi080_N4096_M64_Q64","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,64,64,17,100000,20000,"V_oracle",0.94757,-0.00242999999999993,0.000704848175850658,-0.00264,0.000414164241962284,0.05243,1.03119830512376,0.9493,0.00155128188927738,20000,0.183831944921516,0.000117686374191559,0.0166433666488217,0.183564588747619,0.172555958443831,0.194743490823711,0.205201201694559,0.211485285476351,0.183831944921516,1.00100757128848,1.03706416910077,0,0,0,0
"gaussian_phi080_N4096_M64_Q64","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,64,64,17,100000,20000,"V_feasible",0.94678,-0.00322,0.000709842458577958,-0.00343,0.000423301479847907,0.05322,1.03800366273879,0.9484,0.00156424806216917,20000,0.18341279287009,0.000121732212532934,0.017215534594176,0.183009982089229,0.171710891350645,0.194687154526402,0.205534703085981,0.212006691531834,0.18341279287009,0.998725191165819,1.03469957695045,0,0,0,0
"gaussian_phi080_N4096_M64_Q64","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,64,64,17,100000,20000,"VK_leading_oracle",0.95014,0.000140000000000029,0.000688287588149024,-7e-05,0.000408780652693129,0.04986,1.00702959484742,0.9517,0.00151603281626751,20000,0.186086875258318,0.000119154467900024,0.0168509864521564,0.185814975038104,0.17467359631954,0.197127988797466,0.207741890135788,0.21408126167841,0.186086875258318,1.01328618989761,1.04978506729457,0,0,0,0
"gaussian_phi080_N4096_M64_Q64","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,64,64,17,100000,20000,"F_feasible_leading",0.94963,-0.000369999999999981,0.00069161306450934,-0.00058,0.000415449590183478,0.05037,1.01367545189335,0.951,0.00152641737411496,20000,0.185668184700448,0.000123256379901538,0.0174310844105765,0.185260490401516,0.173820176321591,0.197093284647789,0.208064171597534,0.214588511065898,0.185668184700448,1.01100632271439,1.04742307860054,0,0,0,0
"gaussian_phi080_N4096_M256_Q16","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,256,16,17,100000,20000,"raw",0.9237,-0.0263,0.000839513609180935,-0.02651,0.000665038812225435,0.0763,1.2580068617192,0.92595,0.00185157497147698,20000,0.176932438167524,0.000232830046703349,0.0329271409775837,0.175584571930432,0.154355588847555,0.198463313260641,0.219653922744638,0.232790785902929,0.176932438167524,0.963438156996256,1,0,0,0,2e-05
"gaussian_phi080_N4096_M256_Q16","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,256,16,17,100000,20000,"K_leading",0.93632,-0.0136799999999999,0.000772171338499429,-0.01389,0.000621107508202378,0.06368,1.14006871843303,0.93765,0.00170971455950986,20000,0.186112517557746,0.000245337950916806,0.0346960257551371,0.18473855557947,0.162318003601825,0.208823257501405,0.23111907740021,0.244962542410657,0.186112517557746,1.01342581816453,1.05188465996003,0,0,0,2e-05
"gaussian_phi080_N4096_M256_Q16","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,256,16,17,100000,20000,"V_oracle",0.92598,-0.0240199999999999,0.000827895160029336,-0.02423,0.000657292470163711,0.07402,1.23750924828689,0.92805,0.0018272000095775,20000,0.178431927598334,0.000234868019875143,0.0332153539075141,0.177086553599241,0.155656495732172,0.200158474961856,0.221560921110233,0.23477577922397,0.178431927598334,0.971603224683206,1.00847492662363,0,0,0,2e-05
"gaussian_phi080_N4096_M256_Q16","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,256,16,17,100000,20000,"V_feasible",0.92577,-0.02423,0.000828974710711974,-0.02444,0.000658354918195333,0.07423,1.23938610751965,0.92785,0.00182954061857068,20000,0.178342577079643,0.000235382983980317,0.0332881808296813,0.17699404942214,0.155497325191302,0.200112610348986,0.221569968079444,0.234896911253939,0.178342577079643,0.971116690388273,1.00796992867291,0,0,0,2e-05
"gaussian_phi080_N4096_M256_Q16","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,256,16,17,100000,20000,"VK_leading_oracle",0.93828,-0.01172,0.000760990417810895,-0.01193,0.000614557180256873,0.06172,1.12149275625999,0.93995,0.00167994043793225,20000,0.187690748511494,0.000247495927049831,0.0350012096665973,0.186306022056746,0.163663053778117,0.210612256779732,0.233092181245341,0.247046725972082,0.187690748511494,1.02201965170428,1.06080462381796,0,0,0,2e-05
"gaussian_phi080_N4096_M256_Q16","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.8,"phi = 0.80",4096,256,16,17,100000,20000,"F_feasible_leading",0.93816,-0.01184,0.000761681130132551,-0.01205,0.000615184329707442,0.06184,1.12319365993968,0.93975,0.0016825566483777,20000,0.187602803110249,0.000248055598067255,0.0350803591009281,0.186169593607756,0.163558807884923,0.210569284900193,0.233123757007496,0.247175453933064,0.187602803110249,1.02154076859969,1.0603075674152,0,0,0,2e-05
"gaussian_phi085_N4096_M16_Q256","gaussian_phi085_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.85,"phi = 0.85",4096,16,256,8,100000,20000,"raw",0.88426,-0.0657399999999999,0.00101165336158192,-0.06734,0.000792502065987999,0.11574,1.55114333966235,0.8851,0.00225497217277731,20000,0.172828880601504,5.73984768191536e-05,0.00811737043772047,0.172771203444225,0.167337315581152,0.178269332236786,0.183272928810253,0.186418625831396,0.172828880601504,0.804086898788657,1,0,0,0,0
"gaussian_phi085_N4096_M16_Q256","gaussian_phi085_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.85,"phi = 0.85",4096,16,256,8,100000,20000,"K_leading",0.8855,-0.0645,0.00100692477375423,-0.0661,0.000785693370941063,0.1145,1.54205460915652,0.88625,0.0022451162275036,20000,0.173341222699797,5.75687409103865e-05,0.00814144941642115,0.173283688784401,0.16783285770807,0.17879906251821,0.183816010305286,0.186970317260819,0.173341222699797,0.806470571977431,1.00296444724117,0,0,0,0
"gaussian_phi085_N4096_M16_Q256","gaussian_phi085_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.85,"phi = 0.85",4096,16,256,8,100000,20000,"V_oracle",0.95112,0.00112000000000001,0.000681841224919703,-0.00048,0.00030265262593627,0.04888,1.00283516561683,0.95065,0.00153157725074513,20000,0.215383613785015,7.15509861933726e-05,0.0101188375075838,0.21530170511535,0.208544576176827,0.22215153193973,0.228419905853738,0.232341531386906,0.215383613785015,1.0020729258648,1.2462246647401,0,0,0,0
"gaussian_phi085_N4096_M16_Q256","gaussian_phi085_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.85,"phi = 0.85",4096,16,256,8,100000,20000,"V_feasible",0.92299,-0.02701,0.000843086353228422,-0.02861,0.000529072280671348,0.07701,1.23502321280166,0.9226,0.00188956661697861,20000,0.193949991455795,6.8022369682576e-05,0.00961981577498554,0.19388319076605,0.187450534483412,0.200434744448259,0.206276988688192,0.210092761399203,0.193949991455795,0.902352932027382,1.12220822573625,0,0,0,0
"gaussian_phi085_N4096_M16_Q256","gaussian_phi085_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.85,"phi = 0.85",4096,16,256,8,100000,20000,"VK_leading_oracle",0.9517,0.00170000000000003,0.000677990486658921,1e-04,0.000304632283266695,0.0483,0.996959178318294,0.9512,0.00152345922164001,20000,0.216024822523435,7.17644502116026e-05,0.0101490258785497,0.215942726509634,0.20916611093796,0.222814391209206,0.229099449951503,0.233035005621327,0.216024822523435,1.00505615149328,1.24993474338082,0,0,0,0
"gaussian_phi085_N4096_M16_Q256","gaussian_phi085_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.85,"phi = 0.85",4096,16,256,8,100000,20000,"F_feasible_leading",0.92398,-0.0260199999999999,0.000838098798471875,-0.02762,0.000520167340132594,0.07602,1.22778674866415,0.9234,0.00188059086459549,20000,0.194526829697983,6.82248343224972e-05,0.00964844859895329,0.194459772531695,0.188008663578136,0.201031348868236,0.206890328277756,0.210717805345976,0.194526829697983,0.905036673724076,1.12554585218028,0,0,0,0
"gaussian_phi085_N4096_M64_Q64","gaussian_phi085_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.85,"phi = 0.85",4096,64,64,17,100000,20000,"raw",0.93581,-0.0141899999999999,0.000775046088307011,-0.01579,0.000468197555621034,0.06419,1.13368746606676,0.93445,0.00175004567797529,20000,0.204712642262781,0.000130097231964632,0.0183985269871581,0.204279790759584,0.192230603930952,0.216882029107403,0.228614773163135,0.235590091946849,0.204712642262781,0.952426198023293,1,0,0,0,0
"gaussian_phi085_N4096_M64_Q64","gaussian_phi085_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.85,"phi = 0.85",4096,64,64,17,100000,20000,"K_leading",0.9389,-0.0111,0.000757408674362791,-0.0127,0.000453198801732241,0.0611,1.10711666608082,0.93765,0.00170971455950986,20000,0.20721842034466,0.000131712477534925,0.0186269572063652,0.206773204525532,0.194589603030073,0.21952651127944,0.231412767966866,0.238455181776555,0.20721842034466,0.964084338259451,1.01224046572885,0,0,0,0
"gaussian_phi085_N4096_M64_Q64","gaussian_phi085_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.85,"phi = 0.85",4096,64,64,17,100000,20000,"V_oracle",0.94802,-0.00197999999999998,0.000701983472739922,-0.00358,0.00042008761078614,0.05198,1.02670896635755,0.9475,0.00157708195728694,20000,0.215401406707827,0.000136996812699656,0.0193742750521741,0.214943934116401,0.20225635485392,0.228215234552976,0.240558082495807,0.247881884195826,0.215401406707827,1.00215570749293,1.05221350438789,0,0,0,0
"gaussian_phi085_N4096_M64_Q64","gaussian_phi085_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.85,"phi = 0.85",4096,64,64,17,100000,20000,"V_feasible",0.94578,-0.00422,0.000716101889398429,-0.00582,0.000428792624273257,0.05422,1.04613750528132,0.9451,0.00161068292969163,20000,0.213542288789166,0.000139915338489057,0.0197870169275246,0.213080153234661,0.200092754741591,0.226666446766074,0.239165113479312,0.246680783167442,0.213542288789166,0.993506155655902,1.04313190640689,0,0,0,0
"gaussian_phi085_N4096_M64_Q64","gaussian_phi085_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.85,"phi = 0.85",4096,64,64,17,100000,20000,"VK_leading_oracle",0.95082,0.000820000000000043,0.00068382254715679,-0.00078,0.000412547715974988,0.04918,1.00264547495854,0.9501,0.00153964265334525,20000,0.218045126134117,0.000138707337998199,0.0196161798597722,0.217588545683241,0.20472867054422,0.231005758272312,0.243525385492827,0.25092711606438,0.218045126134117,1.0144556202584,1.0651277992603,0,0,0,0
"gaussian_phi085_N4096_M64_Q64","gaussian_phi085_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.85,"phi = 0.85",4096,64,64,17,100000,20000,"F_feasible_leading",0.94842,-0.00157999999999991,0.000699424789380531,-0.00318,0.00042296650577398,0.05158,1.02161865750129,0.94765,0.0015749520230788,20000,0.216167584861023,0.000141665825791951,0.0200345732159761,0.215680383147951,0.202551288911679,0.229444568629364,0.242077482146432,0.249731802304362,0.216167584861023,1.00572035370818,1.05595620510597,0,0,0,0
"gaussian_phi085_N4096_M256_Q16","gaussian_phi085_N4096","gaussian","Gaussian","inside formal moment assumptions","regular",0.85,"phi = 0.85",4096,256,16,17,100000,20000,"raw",0.92372,-0.02628,0.000839412661329337,-0.02788,0.000662896259089236,0.07628,1.25575594297066,0.92495,0.00186302841497386,20000,0.206726897400535,0.00027324610179296,0.0386428343021183,0.20530360458265,0.179939259328256,0.231928516315397,0.256986194720163,0.272401758683565,0.206726897400535,0.961797526249505,1,0,0,0,8e-05
