"design_id","scenario_id","innovation","innovation_label","assumption_status","severity_group","phi","phi_label","N","M","Q","L","B_point","B_CI","statistic","coverage","coverage_error","coverage_mcse","gaussian_paired_coverage_error","gaussian_paired_error_mcse","rejection","mean_statistic_finite","ci_subset_coverage","ci_subset_coverage_mcse","n_finite_lengths","mean_length","mean_length_mcse","sd_length","median_length","q25_length","q75_length","q90_length","q95_length","mean_component_length","normalized_mean_length","relative_mean_length_to_raw","disconnected_rate","nonregular_rate","interval_failure_rate","convex_failure_rate"
"gaussian_phi060_N64_M16_Q4","gaussian_phi060_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",64,16,4,5,100000,20000,"V_feasible",0.74475,-0.20525,0.00137875827286729,-0.20516,0.00131061471116008,0.25525,1.77980103277305,0.7438,0.00308675849395446,20000,0.657433947121088,0.00202736189366788,0.286712268586352,0.633571109744889,0.445867779711222,0.838361877548842,1.04229180129459,1.1734573755808,0.657433947121088,0.680911730684789,1.0304964744767,0,0,0,0.14228
"gaussian_phi060_N64_M16_Q4","gaussian_phi060_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",64,16,4,5,100000,20000,"VK_leading_oracle",0.80084,-0.14916,0.0012629144642453,-0.14907,0.00119762084732896,0.19916,1.07264240965655,0.80085,0.00282390932485447,20000,0.770631253065433,0.00232671288268466,0.329046891444085,0.741864517958799,0.529309701200685,0.977995196577858,1.21295966658656,1.36078476482959,0.770631253065433,0.798151453149598,1.20792787303274,0,0,0,0.14228
"gaussian_phi060_N64_M16_Q4","gaussian_phi060_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",64,16,4,5,100000,20000,"F_feasible_leading",0.79781,-0.15219,0.00127007560365515,-0.1521,0.00120717458252927,0.20219,1.11237564548316,0.79765,0.00284081394586129,20000,0.768884430167797,0.00236341845111913,0.334237842713549,0.740121314901126,0.522578504292874,0.980119352716818,1.21758662256952,1.37012405460825,0.768884430167797,0.796342249034663,1.20518981114008,0,0,0,0.14228
"gaussian_phi065_N64_M4_Q16","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,4,16,2,100000,20000,"raw",0.81298,-0.13702,0.00123305928324635,-0.13676,0.00109086155115543,0.18702,2.43765784663944,0.8109,0.00276894555742795,20000,0.733479808224163,0.00105473759618103,0.149162421326402,0.725852029177819,0.628390721619465,0.828384644961613,0.932014273507166,0.993817284419757,0.733479808224163,0.701887365723454,1,0,0,0,5e-04
"gaussian_phi065_N64_M4_Q16","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,4,16,2,100000,20000,"K_leading",0.83311,-0.11689,0.00117914260333515,-0.11663,0.00102405318116257,0.16689,2.20912742351699,0.8316,0.00264614285328665,20000,0.771401656904904,0.00111029474129493,0.157019388137081,0.763214385220323,0.660794900998374,0.871657754467256,0.980088077026814,1.04546448371551,0.771401656904904,0.738175844527432,1.05170128510089,0,0,0,5e-04
"gaussian_phi065_N64_M4_Q16","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,4,16,2,100000,20000,"V_oracle",0.91506,-0.03494,0.000881618944896263,-0.03468,0.000722342158386133,0.08494,1.35848019490226,0.9151,0.00197093873572975,20000,0.989303652087106,0.00143439129377741,0.20285356214099,0.978299478282307,0.846700016384654,1.11854691791516,1.25854118108685,1.34407004905948,0.989303652087106,0.94669236491347,1.34878103118111,0,0,0,5e-04
"gaussian_phi065_N64_M4_Q16","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,4,16,2,100000,20000,"V_feasible",0.86156,-0.08844,0.00109212804377509,-0.08818,0.000926742393826162,0.13844,1.89251239502814,0.86025,0.00245173344289301,20000,0.838586693970673,0.00127893716370744,0.180869028233804,0.829626874566594,0.711732618260466,0.953800388957726,1.07870836966985,1.15331625717909,0.838586693970673,0.802467087658304,1.14329894915715,0,0,0,5e-04
"gaussian_phi065_N64_M4_Q16","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,4,16,2,100000,20000,"VK_leading_oracle",0.92763,-0.02237,0.000819344757107776,-0.02211,0.000680599817191506,0.07237,1.23112267663017,0.9273,0.00183595629032937,20000,1.0401686645913,0.00151137484459804,0.213740680306008,1.02834343644427,0.889840828159882,1.17628534972747,1.32346809518472,1.41448964715225,1.0401686645913,0.995366519585156,1.41812856049803,0,0,0,5e-04
"gaussian_phi065_N64_M4_Q16","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,4,16,2,100000,20000,"F_feasible_leading",0.87841,-0.0715899999999999,0.00103346926369389,-0.07133,0.000867310690167216,0.12159,1.71508935799425,0.87775,0.00231630025579587,20000,0.88279015681877,0.00134641325989048,0.190411589269609,0.87295717538228,0.749217914543684,1.00431949460629,1.13594870798627,1.21525903808638,0.88279015681877,0.844766618942503,1.20356436117322,0,0,0,5e-04
"gaussian_phi065_N64_M8_Q8","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,8,8,4,100000,20000,"raw",0.82596,-0.12404,0.00119895820777874,-0.12378,0.00107331106207211,0.17404,2.2988053522044,0.8251,0.00268616818162974,20000,0.788740593176733,0.00156224088944361,0.220934225354496,0.776140213383542,0.632146909415162,0.931732794198775,1.08243862494644,1.17509395707992,0.788740593176733,0.754767958131412,1,0,0,0,0.0164
"gaussian_phi065_N64_M8_Q8","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,8,8,4,100000,20000,"K_leading",0.85902,-0.0909799999999999,0.00110047553175888,-0.09072,0.000975350362220311,0.14098,1.86777934866608,0.85765,0.0024706929948903,20000,0.869944052888664,0.00172738735885537,0.244289463036511,0.855648557618745,0.696901570374718,1.0274386896636,1.19472509609696,1.29750885307017,0.869944052888664,0.832473822404392,1.10295331622895,0,0,0,0.0164
"gaussian_phi065_N64_M8_Q8","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,8,8,4,100000,20000,"V_oracle",0.86935,-0.08065,0.00106574188948357,-0.08039,0.000945771338027453,0.13065,1.73354101659912,0.8678,0.00239502776601859,20000,0.900641299379594,0.00179018602624052,0.253170535748014,0.885656376251491,0.721484040348943,1.06359394893218,1.23737955801869,1.34309498791769,0.900641299379594,0.861848877086058,1.1418726348953,0,0,0,0.0164
"gaussian_phi065_N64_M8_Q8","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,8,8,4,100000,20000,"V_feasible",0.8534,-0.0965999999999999,0.00111851884204067,-0.09634,0.0010008976281122,0.1466,1.93529632731552,0.8521,0.00251023494916313,20000,0.865293374184996,0.00181993764792968,0.257378050437555,0.85139849480683,0.682303592410242,1.03153991179796,1.20754693506425,1.31315620638043,0.865293374184996,0.828023457735122,1.0970569813073,0,0,0,0.0164
"gaussian_phi065_N64_M8_Q8","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,8,8,4,100000,20000,"VK_leading_oracle",0.89635,-0.05365,0.000963881100032572,-0.05339,0.000860117711144684,0.10365,1.40850207598679,0.89565,0.00216172474542898,20000,0.990125309251281,0.00197446117113692,0.27923097666009,0.97355797306499,0.792620996069675,1.1693731142458,1.36018761671869,1.4794329197561,0.990125309251281,0.947478631660045,1.25532439666057,0,0,0,0.0164
"gaussian_phi065_N64_M8_Q8","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,8,8,4,100000,20000,"F_feasible_leading",0.88229,-0.0677099999999999,0.00101908957359007,-0.06745,0.000915867546719301,0.11771,1.57242826594386,0.8813,0.00228703202863449,20000,0.954978264360958,0.00200556696255199,0.283629999868844,0.938939595847641,0.753991159405243,1.13815689031717,1.33109098594663,1.4502998536153,0.954978264360958,0.913845440296863,1.21076342795378,0,0,0,0.0164
"gaussian_phi065_N64_M16_Q4","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,16,4,5,100000,20000,"raw",0.73114,-0.21886,0.00140204957259007,-0.2186,0.00133002183800902,0.26886,1.9141485024205,0.72965,0.00314054833986041,20000,0.677809358291623,0.00203197193356018,0.287364226680228,0.654200732174115,0.4664478131937,0.861323757411195,1.06402305150815,1.19443414121056,0.677809358291623,0.648614753425654,1,0,0,0,0.14523
"gaussian_phi065_N64_M16_Q4","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,16,4,5,100000,20000,"K_leading",0.78692,-0.16308,0.00129490120704245,-0.16282,0.00122503529872197,0.21308,1.19634281401282,0.78835,0.00288837564644906,20000,0.795955722141294,0.00239163760325962,0.338228633481124,0.767543321982455,0.547529394654938,1.01225378500067,1.25130218899961,1.40340484446229,0.795955722141294,0.761672317059236,1.17430618566178,0,0,0,0.14523
"gaussian_phi065_N64_M16_Q4","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,16,4,5,100000,20000,"V_oracle",0.74703,-0.20297,0.00137468606998107,-0.20271,0.00130176937474925,0.25297,1.70508869176448,0.74675,0.00307501575199217,20000,0.707218123026333,0.00212121143947803,0.299984598637078,0.682329200061231,0.486668805680471,0.899249267506632,1.11077842607532,1.24698798435026,0.707218123026333,0.676756823837657,1.04338795912885,0,0,0,0.14523
"gaussian_phi065_N64_M16_Q4","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,16,4,5,100000,20000,"V_feasible",0.74081,-0.20919,0.00138567869255466,-0.20893,0.00131567467901401,0.25919,1.78515970434153,0.7397,0.00310277222818563,20000,0.700222243051494,0.002144538825724,0.303283589237455,0.673939253893117,0.47615803341952,0.893900698262561,1.10874391122689,1.24585430240097,0.700222243051494,0.670062270407011,1.03306664991519,0,0,0,0.14523
"gaussian_phi065_N64_M16_Q4","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,16,4,5,100000,20000,"VK_leading_oracle",0.79845,-0.15155,0.00126857241614344,-0.15129,0.0012016770777867,0.20155,1.0656804323528,0.79915,0.00283292496812041,20000,0.823560468655115,0.0024761509175393,0.350180621006667,0.79397690731846,0.565913159904132,1.04787775215416,1.2946146718919,1.45106747913476,0.823560468655115,0.788088071923654,1.21503260257552,0,0,0,0.14523
"gaussian_phi065_N64_M16_Q4","gaussian_phi065_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",64,16,4,5,100000,20000,"F_feasible_leading",0.79435,-0.15565,0.00127811610388102,-0.15539,0.00121311755223554,0.20565,1.11572481521346,0.7954,0.00285253255897282,20000,0.81830137070384,0.00249925302522166,0.353447752407045,0.787833834126669,0.557160151042332,1.04520188429584,1.29434412913733,1.45204700513281,0.81830137070384,0.783055493840776,1.20727363925207,0,0,0,0.14523
"gaussian_phi070_N64_M4_Q16","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,4,16,2,100000,20000,"raw",0.7852,-0.1648,0.001298695345337,-0.1637,0.00117142512452492,0.2148,2.79296831410533,0.78365,0.00291155179844014,20000,0.751223596643094,0.00110735252382816,0.156603295752585,0.74183265957099,0.640394456348086,0.851465336458036,0.959122928952482,1.02572804373133,0.751223596643094,0.658319698608886,1,0,0,0,0.00085
"gaussian_phi070_N64_M4_Q16","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,4,16,2,100000,20000,"K_leading",0.80582,-0.14418,0.00125089618913801,-0.14308,0.00111116762143919,0.19418,2.53112753465795,0.80475,0.0028029220244238,20000,0.790012533460802,0.00116507255784031,0.164766141244648,0.780085843405946,0.673175655568935,0.89545748887621,1.00880035669733,1.07823555499427,0.790012533460802,0.692311603694535,1.05163434294535,0,0,0,0.00085
"gaussian_phi070_N64_M4_Q16","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,4,16,2,100000,20000,"V_oracle",0.91016,-0.03984,0.000904260882710294,-0.03874,0.00073810403872064,0.08984,1.39632680671748,0.90995,0.00202411706059704,20000,1.07028956109221,0.00158823346104434,0.224610130082367,1.05633310461923,0.91058240241346,1.21461275324797,1.36824522565541,1.46203282708545,1.07028956109221,0.937926743024307,1.42472835767526,0,0,0,0.00085
"gaussian_phi070_N64_M4_Q16","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,4,16,2,100000,20000,"V_feasible",0.83887,-0.11113,0.00116261396473636,-0.11003,0.00100660027987341,0.16113,2.13738293329512,0.84055,0.00258868400447022,20000,0.863609057130418,0.0013383048532536,0.189264887406098,0.852693122891562,0.730163684735843,0.984526845727924,1.11419928403176,1.19404168471449,0.863609057130418,0.75680643785223,1.1496032086712,0,0,0,0.00085
"gaussian_phi070_N64_M4_Q16","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,4,16,2,100000,20000,"VK_leading_oracle",0.92312,-0.0268799999999999,0.000842433769503573,-0.02578,0.000699684794452556,0.0768799999999999,1.26542116858771,0.9222,0.00189403220669555,20000,1.12500594437898,0.00167231038382493,0.236500402530257,1.11040878768791,0.956721259819734,1.27694374309473,1.43844380111664,1.53783785514052,1.12500594437898,0.985876345666278,1.49756470564311,0,0,0,0.00085
"gaussian_phi070_N64_M4_Q16","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,4,16,2,100000,20000,"F_feasible_leading",0.85749,-0.09251,0.00110544515874828,-0.09141,0.000941143440985361,0.14251,1.9370032832987,0.85835,0.00246561632761466,20000,0.908932156380113,0.00140804540932229,0.199127691430076,0.897464721121389,0.768767194820233,1.03597039738451,1.17327206283139,1.25643386517751,0.908932156380113,0.796524424842268,1.20993557769185,0,0,0,0.00085
"gaussian_phi070_N64_M8_Q8","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,8,8,4,100000,20000,"raw",0.8088,-0.1412,0.0012435536176619,-0.1401,0.00112023767537273,0.1912,2.4649805822401,0.80855,0.00278205766924412,20000,0.827824750427607,0.00164187853964517,0.232196689853553,0.812349044615197,0.661989680323842,0.976583397265486,1.13605127743676,1.23492889631096,0.827824750427607,0.725447579971845,1,0,0,0,0.0185
"gaussian_phi070_N64_M8_Q8","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,8,8,4,100000,20000,"K_leading",0.84375,-0.10625,0.00114819831692961,-0.10515,0.00102095308337454,0.15625,2.00279672307008,0.84505,0.00255871547363125,20000,0.912949183578443,0.00181463086212149,0.256627557591299,0.895110661631448,0.729562581551494,1.07678549094212,1.25428507732931,1.36242176400416,0.912949183578443,0.800044665881455,1.10282905060143,0,0,0,0.0185
"gaussian_phi070_N64_M8_Q8","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,8,8,4,100000,20000,"V_oracle",0.86461,-0.08539,0.00108194060788936,-0.08429,0.000958572452979678,0.13539,1.74266060837976,0.86585,0.00240991470284738,20000,0.973627833632003,0.00193861663788246,0.274161794153551,0.954441084566504,0.77784617253699,1.14849644863925,1.33911438357174,1.45419843909271,0.973627833632003,0.853219181157273,1.1761279583983,0,0,0,0.0185
"gaussian_phi070_N64_M8_Q8","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,8,8,4,100000,20000,"V_feasible",0.84036,-0.10964,0.00115825329872183,-0.10854,0.00103817217358905,0.15964,2.03813072242332,0.8414,0.0025830799445623,20000,0.91366437434503,0.00190851514885842,0.269904800751009,0.896069923267265,0.721817034445816,1.08656664119269,1.27185078220319,1.38491134581082,0.91366437434503,0.800671408933738,1.10369299042229,0,0,0,0.0185
"gaussian_phi070_N64_M8_Q8","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,8,8,4,100000,20000,"VK_leading_oracle",0.89213,-0.05787,0.000980989618191752,-0.05677,0.000873544104091498,0.10787,1.41591174430855,0.89285,0.00218710856497797,20000,1.06922276478966,0.00213546606854796,0.302000507612808,1.04807587136974,0.853498386759929,1.26194011933744,1.47293413742053,1.59927317705521,1.06922276478966,0.936991877528184,1.2916052150378,0,0,0,0.0185
"gaussian_phi070_N64_M8_Q8","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,8,8,4,100000,20000,"F_feasible_leading",0.87181,-0.07819,0.00105715336588406,-0.07709,0.000944711725238148,0.12819,1.65598121196895,0.87355,0.00235011060909907,20000,1.00767846157218,0.00210205916357661,0.297276057804069,0.98827152999021,0.796412294156793,1.19795973262668,1.4032622063554,1.528023753601,1.00767846157218,0.883058764502613,1.21726061107942,0,0,0,0.0185
"gaussian_phi070_N64_M16_Q4","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,16,4,5,100000,20000,"raw",0.72508,-0.22492,0.00141187461766263,-0.22382,0.0013399492642038,0.27492,1.94482043731405,0.7258,0.00315447586771559,20000,0.730035475087861,0.00218291983595773,0.308711483758468,0.703545647878885,0.503187316247775,0.929002452853794,1.14582237255137,1.27932995999862,0.730035475087861,0.639751914185366,1,0,0,0,0.15027
"gaussian_phi070_N64_M16_Q4","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,16,4,5,100000,20000,"K_leading",0.78087,-0.16913,0.00130809802040979,-0.16803,0.00123789115625936,0.21913,1.21551277332128,0.78155,0.00292172549617516,20000,0.857143977231624,0.00256925811312931,0.363347966882457,0.825438154770939,0.589738746198126,1.0908149856732,1.346096278143,1.50310893387981,0.857143977231624,0.751140895037181,1.1741127746271,0,0,0,0.15027
"gaussian_phi070_N64_M16_Q4","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,16,4,5,100000,20000,"V_oracle",0.74458,-0.20542,0.0013790599102287,-0.20432,0.00130504804796761,0.25542,1.68451147858258,0.7449,0.00308240157993731,20000,0.769351886986178,0.00230204361664772,0.325558130383761,0.741476961506882,0.529951745853745,0.979492646845321,1.20742124875948,1.34771265663143,0.769351886986178,0.674206061455157,1.0538554813293,0,0,0,0.15027
"gaussian_phi070_N64_M16_Q4","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,16,4,5,100000,20000,"V_feasible",0.7366,-0.2134,0.0013929122011096,-0.2123,0.00132155384492863,0.2634,1.79509217304008,0.73705,0.00311293509007175,20000,0.756368107107598,0.00230438023323398,0.325888577870397,0.727295593105504,0.515911201532824,0.966634621535528,1.19563445823625,1.33631945097516,0.756368107107598,0.662827986944896,1.03607034578226,0,0,0,0.15027
"gaussian_phi070_N64_M16_Q4","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,16,4,5,100000,20000,"VK_leading_oracle",0.79427,-0.15573,0.00127830030548381,-0.15463,0.00121070652476267,0.20573,1.05281967411411,0.7948,0.00285563443038495,20000,0.893857559081962,0.00268155336077881,0.379228913104055,0.860954493899359,0.614476107706372,1.13727038765755,1.40392308543318,1.56885614624433,0.893857559081962,0.783314104513787,1.22440290860439,0,0,0,0.15027
"gaussian_phi070_N64_M16_Q4","gaussian_phi070_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",64,16,4,5,100000,20000,"F_feasible_leading",0.78863,-0.16137,0.0012910953609242,-0.16027,0.00122411202734985,0.21137,1.12193260815005,0.79005,0.00287985240507218,20000,0.883051419171847,0.00268488849078847,0.379700571713248,0.848718305950009,0.602300945928662,1.12685180094169,1.3945786939194,1.55950188138943,0.883051419171847,0.773844361017254,1.20960069654912,0,0,0,0.15027
"gaussian_phi075_N64_M4_Q16","gaussian_phi075_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",64,4,16,2,100000,20000,"raw",0.74927,-0.20073,0.00137063659333902,-0.20105,0.00126834737436186,0.25073,3.26622869956696,0.7514,0.00305612532465539,20000,0.766046969424944,0.00117465098761471,0.166120735773967,0.755326991749913,0.647985860209571,0.871773180891073,0.986758157639813,1.05693682438401,0.766046969424944,0.607399398732272,1,0,0,0,0.00194
"gaussian_phi075_N64_M4_Q16","gaussian_phi075_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",64,4,16,2,100000,20000,"K_leading",0.77184,-0.17816,0.00132703810947538,-0.17848,0.00121303899798651,0.22816,2.96001975898255,0.7744,0.00295554258977941,20000,0.805527828291978,0.00123543489178476,0.174716877939095,0.793912794296708,0.681519620689213,0.916689970738245,1.03760546104197,1.11084230597316,0.805527828291978,0.638703810725798,1.05153843098769,0,0,0,0.00194
"gaussian_phi075_N64_M4_Q16","gaussian_phi075_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",64,4,16,2,100000,20000,"V_oracle",0.90595,-0.0440499999999999,0.000923063364563885,-0.04437,0.000768647473936779,0.09405,1.42897505524435,0.90615,0.0020620642266913,20000,1.16658375871993,0.00179962871885212,0.254505934143678,1.150139294337,0.986312658231772,1.32827783621093,1.50394975776991,1.61579607180854,1.16658375871993,0.924985414600931,1.52286192006694,0,0,0,0.00194
"gaussian_phi075_N64_M4_Q16","gaussian_phi075_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",64,4,16,2,100000,20000,"V_feasible",0.81045,-0.13955,0.00123943857249966,-0.13987,0.00110420832443893,0.18955,2.46780155494429,0.815,0.00274567842253968,20000,0.885002995786296,0.00141530262822148,0.200154017169311,0.872495178570014,0.74312657162241,1.01237940774711,1.15057569171129,1.23364010696589,0.885002995786296,0.701719749534919,1.15528555181238,0,0,0,0.00194
"gaussian_phi075_N64_M4_Q16","gaussian_phi075_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",64,4,16,2,100000,20000,"VK_leading_oracle",0.91838,-0.03162,0.000865783896824144,-0.03194,0.000727188869576894,0.08162,1.29500864381519,0.91805,0.00193951279320349,20000,1.22565558679713,0.00189369790476755,0.267809325995978,1.20789661718009,1.03601842445024,1.39600641377268,1.58055287053291,1.6986681126991,1.22565558679713,0.971823525432497,1.59997446072688,0,0,0,0.00194
"gaussian_phi075_N64_M4_Q16","gaussian_phi075_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",64,4,16,2,100000,20000,"F_feasible_leading",0.82985,-0.12015,0.00118827175974185,-0.12047,0.00104344653854751,0.17015,2.23644515916826,0.83305,0.00263702197089823,20000,0.931221561728858,0.00148844280270472,0.210497599840164,0.917946593632756,0.781976127840245,1.06500228744488,1.21015598958291,1.29872958919389,0.931221561728858,0.73836649612391,1.21561940572379,0,0,0,0.00194
"gaussian_phi075_N64_M8_Q8","gaussian_phi075_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",64,8,8,4,100000,20000,"raw",0.78852,-0.16148,0.00129134120045788,-0.1618,0.00117788856612786,0.21148,2.70005797381372,0.792,0.00286998257834434,20000,0.865877625997237,0.00173707959526499,0.245660152254531,0.849107781242169,0.692294111192101,1.02112772384008,1.19351938802099,1.29655876429024,0.865877625997237,0.686555224937783,1,0,0,0,0.02314
"gaussian_phi075_N64_M8_Q8","gaussian_phi075_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",64,8,8,4,100000,20000,"K_leading",0.82479,-0.12521,0.00120212917733495,-0.12553,0.00107941365673148,0.17521,2.19379710372365,0.82625,0.00267918772671868,20000,0.954869454560452,0.00191951835736644,0.271460889421174,0.936221446425543,0.762752409322321,1.12666959267531,1.31668397162294,1.43017703091654,0.954869454560452,0.757116933708667,1.10277645003325,0,0,0,0.02314
"gaussian_phi075_N64_M8_Q8","gaussian_phi075_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",64,8,8,4,100000,20000,"V_oracle",0.85951,-0.09049,0.00109887469667838,-0.09081,0.000979206325270765,0.14049,1.75262851505235,0.86015,0.00245246791518258,20000,1.05866321316112,0.00213412969007436,0.301811515156625,1.03749463683565,0.845626846980806,1.24905299166559,1.45998584902467,1.58753198822823,1.05866321316112,0.839415107427096,1.22264761367619,0,0,0,0.02314
"gaussian_phi075_N64_M8_Q8","gaussian_phi075_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",64,8,8,4,100000,20000,"V_feasible",0.82417,-0.12583,0.00120380152475398,-0.12615,0.00108635794135072,0.17583,2.19279413198303,0.82585,0.00268162056879791,20000,0.960938575951346,0.00201447648326111,0.284889996370952,0.941690022926765,0.759243992467021,1.142029663559,1.3399182439806,1.45833400634016,0.960938575951346,0.761929146054379,1.10978566381667,0,0,0,0.02314
"gaussian_phi075_N64_M8_Q8","gaussian_phi075_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",64,8,8,4,100000,20000,"VK_leading_oracle",0.8866,-0.0633999999999999,0.00100269855888996,-0.06372,0.000895770975225476,0.1134,1.42401066848003,0.8858,0.00224898154727868,20000,1.1609495289404,0.0023476953732172,0.332014263712433,1.13748756447004,0.926271175326595,1.37048901032035,1.60251928880141,1.74159246430391,1.1609495289404,0.920518028243444,1.34077783520891,0,0,0,0.02314
"gaussian_phi075_N64_M8_Q8","gaussian_phi075_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",64,8,8,4,100000,20000,"F_feasible_leading",0.85683,-0.09317,0.00110757551029264,-0.09349,0.00099262583688947,0.14317,1.78164523223621,0.85715,0.00247430674634331,20000,1.05921870741421,0.00221846103071693,0.313737767723608,1.03756058671643,0.837321521351475,1.25780639532689,1.47540994162532,1.60721067566781,1.05921870741421,0.839855559369069,1.22328915266092,0,0,0,0.02314
"gaussian_phi075_N64_M16_Q4","gaussian_phi075_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",64,16,4,5,100000,20000,"raw",0.71479,-0.23521,0.0014278139090932,-0.23553,0.00135984362437261,0.28521,1.99120370911047,0.7159,0.00318894332028652,20000,0.782070157363717,0.00233665276430876,0.330452602984204,0.75468045070207,0.540831048300137,0.991093860133513,1.22582810472147,1.36496452427722,0.782070157363717,0.620104200276087,1,0,0,0,0.15802
"gaussian_phi075_N64_M16_Q4","gaussian_phi075_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",64,16,4,5,100000,20000,"K_leading",0.77168,-0.17832,0.00132736572804936,-0.17864,0.00125606261027578,0.22832,1.24450231819405,0.77265,0.0029636293417025,20000,0.918275161773997,0.0027495264627592,0.388841761373778,0.885443919663687,0.634217033583079,1.16332587670396,1.44007223856137,1.60168336895793,0.918275161773997,0.728101282811686,1.17415957267749,0,0,0,0.15802
